Year,Month,Day,Time,Direction
2020,12,12,19:32:38,<Direction.EXIT: 2>
2020,12,12,19:35:04,<Direction.EXIT: 2>
2020,12,12,19:35:06,<Direction.EXIT: 2>
2020,12,12,19:45:06,<Direction.EXIT: 2>
2020,12,12,19:45:21,<Direction.EXIT: 2>
2020,12,12,19:55:49,<Direction.EXIT: 2>
2020,12,12,19:59:15,<Direction.EXIT: 2>
2020,12,12,20:01:44,<Direction.EXIT: 2>
2020,12,12,20:01:47,<Direction.EXIT: 2>
2020,12,12,20:02:32,<Direction.EXIT: 2>
2020,12,12,20:03:04,<Direction.EXIT: 2>
2020,12,12,20:18:58,<Direction.EXIT: 2>
2020,12,12,20:20:25,<Direction.EXIT: 2>
2020,12,12,20:20:26,<Direction.EXIT: 2>
2020,12,12,20:22:33,<Direction.EXIT: 2>
2020,12,12,20:22:35,<Direction.EXIT: 2>
2020,12,12,20:24:55,<Direction.EXIT: 2>
2020,12,12,20:24:57,<Direction.EXIT: 2>
2020,12,12,20:49:52,<Direction.EXIT: 2>
2020,12,12,20:50:29,<Direction.EXIT: 2>
2020,12,12,20:50:31,<Direction.EXIT: 2>
2020,12,12,20:54:48,<Direction.EXIT: 2>
2020,12,12,20:59:51,<Direction.EXIT: 2>
